league,decay_type,half_life_days,n_folds,mean_logloss,std_logloss,mean_brier,std_brier,mean_accuracy,std_accuracy,chosen_best_flag
epl,half_life,30,7,0.9897759156640247,0.03133244280743809,0.1961263467460686,0.007688298804081845,0.5508979682837853,0.036947087051477596,False
epl,half_life,60,7,0.9829842305755033,0.030309518279998716,0.19438298435864645,0.007346765211903452,0.5508064576727643,0.03784614680064206,False
epl,half_life,90,7,0.9796084971783598,0.034307788494954874,0.1936974800636398,0.008565937037743093,0.5712605315140408,0.03841381765161255,False
epl,half_life,180,7,0.9719617849869518,0.034340011810217196,0.19198666492492875,0.008514563413705368,0.5672839554300798,0.0281139197167056,False
epl,half_life,365,7,0.9701956297075439,0.03701812189600789,0.1916558238082682,0.008990099542601732,0.5634452484396006,0.02829753198825867,False
epl,half_life,730,7,0.9668429084769257,0.039111795402342796,0.19100644917521326,0.00969998483566152,0.5665836598757027,0.03607437498762624,False
epl,half_life,1095,7,0.9669645418473575,0.039542323752829366,0.1911060708281941,0.009795724836273282,0.5618007502206125,0.036044900719772684,False
epl,half_life,INF,7,0.9654589882525854,0.038601598199971124,0.19075551478606864,0.00945273330514252,0.5642601041115992,0.031999653947537746,True
