event_id,kickoff_time,snapshot_time,horizon_hours,label,label_str,odds_home,odds_draw,odds_away,implied_home,implied_draw,implied_away,no_vig_home,no_vig_draw,no_vig_away,market_overround,line_dispersion_home,line_dispersion_draw,line_dispersion_away,book_count,elo_home,elo_away,elo_diff,form_pts_home_l5,form_pts_away_l5,form_gf_home_l5,form_gf_away_l5,form_ga_home_l5,form_ga_away_l5,rest_days_home,rest_days_away,league,home_team,away_team
Metz_Lille_20210808,2021-08-08,2021-08-08,0,1,D,5.9,3.77,1.82,0.1694915254237288,0.26525198938992045,0.5494505494505494,0.17221352127381884,0.26951187679457067,0.5582746019316105,0.9841940642641986,0.268421310629391,0.14956186011146028,0.03840572873934307,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Metz,Lille
St Etienne_Lorient_20210808,2021-08-08,2021-08-08,0,1,D,2.3,3.66,3.3,0.4347826086956522,0.27322404371584696,0.30303030303030304,0.4300363170262765,0.2702414014099551,0.29972228156376846,1.0110369554418022,0.022912878474779075,0.16422164899914998,0.05385164807134488,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,St Etienne,Lorient
Nice_Reims_20210808,2021-08-08,2021-08-08,0,1,D,1.93,3.78,4.46,0.5181347150259068,0.2645502645502646,0.2242152466367713,0.5145839692326476,0.2627373176240767,0.22267871314327572,1.0069002262129427,0.028722813232690103,0.12497499749949981,0.11863810517704672,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Nice,Reims
Bordeaux_Clermont_20210808,2021-08-08,2021-08-08,0,2,A,2.15,3.58,4.0,0.46511627906976744,0.27932960893854747,0.25,0.4677140150896561,0.2808897017996538,0.2513962831106901,0.9944458880083149,0.05787918451395108,0.07582875444051553,0.13348689074212497,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Bordeaux,Clermont
Strasbourg_Angers_20210808,2021-08-08,2021-08-08,0,2,A,2.06,3.58,4.12,0.4854368932038835,0.27932960893854747,0.24271844660194175,0.4818304172274563,0.2772543741588156,0.24091520861372814,1.0074849487443727,0.02947456530637902,0.14972892172189037,0.08046738469715539,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Strasbourg,Angers
Montpellier_Marseille_20210808,2021-08-08,2021-08-08,0,2,A,3.2,3.74,2.38,0.3125,0.267379679144385,0.42016806722689076,0.31248507997135355,0.2673669133444736,0.42014800668417285,1.0000477463712758,0.06259992012774471,0.12833062767710607,0.07189401922274195,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Montpellier,Marseille
Fulham_Middlesbrough_20210808,2021-08-08,2021-08-08,0,1,D,2.0,3.63,4.36,0.5,0.27548209366391185,0.2293577981651376,0.49759170994881596,0.2741552120930115,0.22825307795817243,1.0048398918290495,0.03840572873934307,0.09522998477370448,0.0851469318296321,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Championship,Fulham,Middlesbrough
Coventry_Nott'm Forest_20210808,2021-08-08,2021-08-08,0,0,H,2.6,3.3,3.22,0.3846153846153846,0.30303030303030304,0.3105590062111801,0.3853071288708391,0.30357531365581264,0.31111755747334835,0.9982046938568676,0.05408326913195982,0.09908960591303198,0.15594470173750707,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Championship,Coventry,Nott'm Forest
Rennes_Lens_20210808,2021-08-08,2021-08-08,0,1,D,2.08,3.69,4.13,0.4807692307692307,0.2710027100271003,0.24213075060532688,0.4837186124239413,0.2726652341034683,0.24361615347259033,0.9939026914016579,0.03162277660168382,0.10977249200050074,0.1640121946685672,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Ligue1,Rennes,Lens
Valencia_Getafe_20210813,2021-08-13,2021-08-13,0,0,H,2.73,3.2,3.23,0.3663003663003663,0.3125,0.30959752321981426,0.3706001097171377,0.3161682186024331,0.31323167168042915,0.9883978895201806,0.06873863542433768,0.08154753215150058,0.06344288770224758,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Valencia,Getafe
Brentford_Arsenal_20210813,2021-08-13,2021-08-13,0,0,H,4.62,3.72,2.1,0.21645021645021645,0.26881720430107525,0.47619047619047616,0.2251270878721859,0.27959331880900506,0.495279593318809,0.9614578969417679,0.2589763502716031,0.12735285626950035,0.05431390245600111,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Brentford,Arsenal
M'gladbach_Bayern Munich_20210813,2021-08-13,2021-08-13,0,1,D,4.82,4.5,1.77,0.20746887966804978,0.2222222222222222,0.5649717514124294,0.20858211300358243,0.2234146188171705,0.5680032681792471,0.9946628533027013,0.18821530224718724,0.07660776723022275,0.03937003937005909,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,M'gladbach,Bayern Munich
Lorient_Monaco_20210813,2021-08-13,2021-08-13,0,0,H,4.42,3.75,1.98,0.22624434389140272,0.26666666666666666,0.5050505050505051,0.22670648151540687,0.26721137287949287,0.5060821456051002,0.9979615156085745,0.15467708298258012,0.10059199769365355,0.04821825380496473,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,Ligue1,Lorient,Monaco
Paris SG_Strasbourg_20210814,2021-08-14,2021-08-14,0,0,H,1.23,7.9,15.0,0.8130081300813008,0.12658227848101264,0.06666666666666667,0.8079527091983882,0.12579516864734397,0.06625212215426783,1.0062570752289801,0.012247448713915901,0.36299965564721975,0.7539230729988307,4,1512.8012999960577,1487.1987000039423,25.6025999921153,3.0,0.0,2.0,0.0,1.0,2.0,7.0,6.0,Ligue1,Paris SG,Strasbourg
Leicester_Wolves_20210814,2021-08-14,2021-08-14,0,0,H,1.75,3.96,5.6,0.5714285714285714,0.25252525252525254,0.17857142857142858,0.56998920474991,0.2518891687657431,0.17812162648434687,1.0025252525252526,0.03344772040064916,0.08015609770940699,0.13546217184144047,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Leicester,Wolves
Everton_Southampton_20210814,2021-08-14,2021-08-14,0,0,H,2.04,3.66,4.25,0.49019607843137253,0.27322404371584696,0.23529411764705882,0.4908271644673318,0.27357579658834885,0.2355970389443193,0.9987142397942783,0.05244044240850759,0.060156047077579905,0.09496709956611289,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Everton,Southampton
Chelsea_Crystal Palace_20210814,2021-08-14,2021-08-14,0,0,H,1.3,6.3,15.0,0.7692307692307692,0.15873015873015872,0.06666666666666667,0.7733857107782961,0.15958752762091824,0.06702676160078566,0.9946275946275945,0.01920286436967154,0.22664675157610356,0.9373766585530066,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Chelsea,Crystal Palace
Burnley_Brighton_20210814,2021-08-14,2021-08-14,0,2,A,3.33,3.2,2.6,0.3003003003003003,0.3125,0.3846153846153846,0.3010783817036984,0.3133096909604111,0.38561192733589056,0.9974156849156849,0.09137833441248529,0.043229041164476546,0.05494315243958974,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Burnley,Brighton
Man United_Leeds_20210814,2021-08-14,2021-08-14,0,0,H,1.59,4.65,6.35,0.6289308176100629,0.2150537634408602,0.15748031496062992,0.628010847025044,0.2147391928537247,0.1572499601212315,1.0014648960115529,0.021650635094610987,0.06670832032063172,0.22487496525847409,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Man United,Leeds
Reading_Preston_20210814,2021-08-14,2021-08-14,0,0,H,2.3,3.41,3.66,0.4347826086956522,0.29325513196480935,0.27322404371584696,0.4342346981378908,0.2928855735240905,0.2728797283380187,1.0012617843763085,0.04330127018922177,0.08077747210701751,0.0864219300872181,4,1492.8012999960577,1487.1987000039423,5.602599992115302,0.0,0.0,2.0,1.0,3.0,4.0,7.0,7.0,Championship,Reading,Preston
Nott'm Forest_Bournemouth_20210814,2021-08-14,2021-08-14,0,2,A,3.62,3.41,2.25,0.27624309392265195,0.29325513196480935,0.4444444444444444,0.27244449021188355,0.28922259664721944,0.43833291314089706,1.0139426703319057,0.06495190528383295,0.04710360920354201,0.03699662146737192,4,1492.8012999960577,1497.1987000039423,-4.397400007884698,0.0,1.0,1.0,2.0,2.0,2.0,6.0,8.0,Championship,Nott'm Forest,Bournemouth
Alaves_Real Madrid_20210814,2021-08-14,2021-08-14,0,2,A,7.6,4.78,1.52,0.13157894736842105,0.20920502092050208,0.6578947368421053,0.13175303197353913,0.20948180815876516,0.6587651598676958,0.9986787051310284,0.25514701644346144,0.08440971508067067,0.029580398915498105,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Alaves,Real Madrid
Cadiz_Levante_20210814,2021-08-14,2021-08-14,0,1,D,2.88,3.36,2.76,0.3472222222222222,0.2976190476190476,0.3623188405797102,0.34475374732334046,0.2955032119914347,0.3597430406852249,1.00716011042098,0.041231056256176644,0.04949747468305828,0.06219927652312353,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Cadiz,Levante
Mallorca_Betis_20210814,2021-08-14,2021-08-14,0,1,D,3.51,3.46,2.31,0.2849002849002849,0.28901734104046245,0.4329004329004329,0.28297097216174016,0.2870601480600312,0.4299688797782285,1.0068180588411804,0.08958236433584456,0.0626498204307083,0.041457809879442406,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Mallorca,Betis
Osasuna_Espanol_20210814,2021-08-14,2021-08-14,0,1,D,2.35,3.39,3.5,0.425531914893617,0.2949852507374631,0.2857142857142857,0.42289665496409035,0.29315844813144903,0.2839448969044606,1.0062314513453658,0.040233692348577696,0.07449832212875672,0.06873863542433757,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Osasuna,Espanol
Swansea_Sheffield United_20210814,2021-08-14,2021-08-14,0,1,D,3.16,3.26,2.7,0.3164556962025316,0.3067484662576687,0.37037037037037035,0.3185022217719174,0.30873221496909786,0.3727655632589848,0.9935745328305706,0.06344288770224767,0.02999999999999984,0.09908960591303209,4,1492.8012999960577,1487.1987000039423,5.602599992115302,0.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,Championship,Swansea,Sheffield United
Millwall_Blackburn_20210814,2021-08-14,2021-08-14,0,1,D,2.6,3.28,3.2,0.3846153846153846,0.3048780487804878,0.3125,0.38385020479812754,0.3042715038033938,0.3118782913984786,1.0019934333958724,0.056291651245988505,0.04085033659592039,0.08257572282456883,4,1502.8012999960577,1507.1987000039423,-4.397400007884698,1.0,3.0,1.0,2.0,1.0,1.0,7.0,7.0,Championship,Millwall,Blackburn
Middlesbrough_Bristol City_20210814,2021-08-14,2021-08-14,0,0,H,1.86,3.6,5.25,0.5376344086021505,0.2777777777777778,0.19047619047619047,0.5344871468567065,0.2761516925426317,0.18936116060066172,1.0058883768561189,0.024874685927665518,0.07361215932167732,0.1408900280360537,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,Championship,Middlesbrough,Bristol City
West Brom_Luton_20210814,2021-08-14,2021-08-14,0,0,H,1.75,4.11,6.0,0.5714285714285714,0.24330900243309,0.16666666666666666,0.5822560651673455,0.24791924915884542,0.16982468567380912,0.981404240528328,0.03937003937005909,0.18124568960391868,0.22759613353482075,4,1502.8012999960577,1507.1987000039423,-4.397400007884698,1.0,3.0,2.0,3.0,2.0,0.0,8.0,7.0,Championship,West Brom,Luton
Huddersfield_Fulham_20210814,2021-08-14,2021-08-14,0,2,A,4.75,3.6,1.96,0.21052631578947367,0.2777777777777778,0.5102040816326531,0.21084085340345424,0.27819279268511327,0.5109663539114325,0.9985081751999045,0.1634587103827754,0.10712142642814285,0.039607448794387115,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,Championship,Huddersfield,Fulham
Lille_Nice_20210814,2021-08-14,2021-08-14,0,2,A,1.92,3.68,5.1,0.5208333333333334,0.2717391304347826,0.19607843137254904,0.5268121800053894,0.274858528698464,0.19832929129614663,0.988650895140665,0.043229041164476414,0.07660776723022285,0.18553975315279464,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,3.0,0.0,3.0,0.0,6.0,6.0,Ligue1,Lille,Nice
Dortmund_Ein Frankfurt_20210814,2021-08-14,2021-08-14,0,0,H,1.47,5.65,7.0,0.6802721088435374,0.17699115044247787,0.14285714285714285,0.6801902124841992,0.17696984289411907,0.14283994462168184,1.000120402143158,0.025495097567963948,0.19403607911932264,0.2145198126048034,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Dortmund,Ein Frankfurt
Wolfsburg_Bochum_20210814,2021-08-14,2021-08-14,0,0,H,1.63,4.52,6.2,0.6134969325153374,0.22123893805309736,0.16129032258064516,0.6159445772963849,0.2221216064144043,0.16193381628921086,0.9960261931490799,0.03605551275463985,0.062048368229954104,0.21406774628607655,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Wolfsburg,Bochum
Stuttgart_Greuther Furth_20210814,2021-08-14,2021-08-14,0,0,H,1.91,4.12,4.32,0.5235602094240838,0.24271844660194175,0.23148148148148145,0.5247355448895598,0.2432633229949173,0.23200113211552295,0.9977601375075069,0.03201562118716417,0.08466847110938053,0.1355313616842981,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Stuttgart,Greuther Furth
Bielefeld_Freiburg_20210814,2021-08-14,2021-08-14,0,1,D,3.07,3.49,2.65,0.32573289902280134,0.28653295128939826,0.37735849056603776,0.3291480267489492,0.28953708943245676,0.381314883818594,0.9896243408782374,0.10685855136581258,0.08196798155377506,0.05804093383121946,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Bielefeld,Freiburg
Augsburg_Hoffenheim_20210814,2021-08-14,2021-08-14,0,2,A,3.34,3.89,2.25,0.29940119760479045,0.2570694087403599,0.4444444444444444,0.2991274807673248,0.25683439222695753,0.44403812700571765,1.0009150507895948,0.06219927652312354,0.07949056547792323,0.05847007781763247,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Augsburg,Hoffenheim
Watford_Aston Villa_20210814,2021-08-14,2021-08-14,0,0,H,3.3,3.4,2.5,0.30303030303030304,0.29411764705882354,0.4,0.3038970325348588,0.29495888451912766,0.4011440829460136,0.9971479500891266,0.07483314773547872,0.07327175444876416,0.05068283733178321,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Watford,Aston Villa
Union Berlin_Leverkusen_20210814,2021-08-14,2021-08-14,0,1,D,2.89,3.59,2.7,0.3460207612456747,0.2785515320334262,0.37037037037037035,0.34777959965699234,0.2799674214508936,0.37225297889211406,0.9949426636494713,0.051720402163943045,0.08699856320652656,0.060570207197928716,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Union Berlin,Leverkusen
Blackpool_Cardiff_20210814,2021-08-14,2021-08-14,0,2,A,3.32,3.27,2.55,0.30120481927710846,0.3058103975535168,0.3921568627450981,0.3014543995314686,0.3060637940197173,0.39248180644881403,0.9991720795757234,0.090381137412626,0.031124748994971817,0.059739015726742534,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,Championship,Blackpool,Cardiff
Hull_QPR_20210814,2021-08-14,2021-08-14,0,2,A,2.85,3.37,2.8,0.3508771929824561,0.29673590504451036,0.35714285714285715,0.3492163357450824,0.29533132251438715,0.3554523417405303,1.0047559551698237,0.03561951712193755,0.05931905258852343,0.07399324293474362,4,1512.8012999960577,1497.1987000039423,15.602599992115302,3.0,1.0,4.0,1.0,1.0,1.0,7.0,7.0,Championship,Hull,QPR
Peterboro_Derby_20210814,2021-08-14,2021-08-14,0,0,H,2.3,3.4,3.65,0.4347826086956522,0.29411764705882354,0.273972602739726,0.4335371179039302,0.2932751091703057,0.2731877729257642,1.0028728584942017,0.05356071321407134,0.046569840025492956,0.08746427842267943,4,1492.8012999960577,1497.1987000039423,-4.397400007884698,0.0,1.0,0.0,1.0,3.0,1.0,7.0,7.0,Championship,Peterboro,Derby
Barnsley_Coventry_20210814,2021-08-14,2021-08-14,0,0,H,2.12,3.4,4.25,0.4716981132075471,0.29411764705882354,0.23529411764705882,0.4711751662971175,0.2937915742793792,0.2350332594235033,1.0011098779134295,0.04380353866983813,0.05024937810560442,0.13718144918318947,4,1502.8012999960577,1507.1987000039423,-4.397400007884698,1.0,3.0,1.0,2.0,1.0,1.0,7.0,6.0,Championship,Barnsley,Coventry
Birmingham_Stoke_20210814,2021-08-14,2021-08-14,0,1,D,2.86,3.18,2.9,0.3496503496503497,0.31446540880503143,0.3448275862068966,0.34655102439610985,0.3116779653373818,0.3417710102665083,1.0089433446622778,0.06745368781616014,0.04815340071064566,0.043301270189221974,4,1512.8012999960577,1507.1987000039423,5.602599992115302,3.0,3.0,1.0,3.0,0.0,2.0,7.0,7.0,Championship,Birmingham,Stoke
Norwich_Liverpool_20210814,2021-08-14,2021-08-14,0,2,A,9.9,6.0,1.37,0.10101010101010101,0.16666666666666666,0.7299270072992701,0.10125272532426739,0.1670669967850412,0.7316802778906913,0.9976037749760378,0.5658345606270444,0.11247221879201995,0.02738612787525833,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Norwich,Liverpool
Mainz_RB Leipzig_20210815,2021-08-15,2021-08-15,0,0,H,9.1,5.8,1.39,0.10989010989010989,0.1724137931034483,0.7194244604316548,0.10970050754514156,0.1721163135622049,0.7181831788926535,1.001728363425213,0.45445021729558,0.14071247279470273,0.023848480035423558,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,Mainz,RB Leipzig
FC Koln_Hertha_20210815,2021-08-15,2021-08-15,0,0,H,2.7,3.49,2.9,0.37037037037037035,0.28653295128939826,0.3448275862068966,0.36973040111054284,0.2860378461313655,0.34423175275809165,1.0017309078666652,0.05787918451395128,0.053385391260156685,0.06057020719792856,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,Bundesliga,FC Koln,Hertha
Newcastle_West Ham_20210815,2021-08-15,2021-08-15,0,2,A,3.36,3.61,2.36,0.2976190476190476,0.2770083102493075,0.42372881355932207,0.2981090878553333,0.27746441418114126,0.42442649796352544,0.9983561714276772,0.06796138609534083,0.04815340071064554,0.0606217782649106,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,EPL,Newcastle,West Ham
Celta_Ath Madrid_20210815,2021-08-15,2021-08-15,0,2,A,4.65,3.41,2.06,0.2150537634408602,0.29325513196480935,0.4854368932038835,0.21640721994078882,0.295100754464712,0.4884920255944991,0.9937457886095531,0.1925324647949017,0.07758060324591452,0.06344288770224761,4,1500.0,1500.0,0.0,1.2,1.2,1.3,1.3,1.3,1.3,7.0,7.0,LaLiga,Celta,Ath Madrid
Marseille_Bordeaux_20210815,2021-08-15,2021-08-15,0,1,D,1.6,4.6,6.5,0.625,0.2173913043478261,0.15384615384615385,0.6273604699958035,0.21821233738984475,0.15442719261435164,0.99623745819398,0.026925824035672542,0.15384651442265418,0.22106277389013287,4,1512.8012999960577,1487.1987000039423,25.6025999921153,3.0,0.0,3.0,0.0,2.0,2.0,7.0,7.0,Ligue1,Marseille,Bordeaux
Nantes_Metz_20210815,2021-08-15,2021-08-15,0,0,H,2.41,3.36,3.51,0.41493775933609955,0.2976190476190476,0.2849002849002849,0.41599559793018065,0.2983777949439689,0.2856266071258506,0.997457091855432,0.040620192023179895,0.06363961030678919,0.10897247358851679,4,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,3.0,1.0,3.0,9.0,7.0,Ligue1,Nantes,Metz
Clermont_Troyes_20210815,2021-08-15,2021-08-15,0,0,H,2.14,3.61,3.83,0.4672897196261682,0.2770083102493075,0.2610966057441253,0.4647823880004975,0.27552196961802344,0.25969564238147896,1.005394635619601,0.05147815070493505,0.08514693182963198,0.06422616289332558,4,1512.8012999960577,1487.1987000039423,25.6025999921153,3.0,0.0,2.0,1.0,0.0,2.0,7.0,8.0,Ligue1,Clermont,Troyes
Reims_Montpellier_20210815,2021-08-15,2021-08-15,0,1,D,2.78,3.34,2.9,0.3597122302158274,0.29940119760479045,0.3448275862068966,0.358300164242487,0.2982258852078185,0.34347395054969443,1.0039410140275145,0.07035623639735136,0.06324555320336743,0.060156047077579815,4,1502.8012999960577,1487.1987000039423,15.602599992115302,1.0,0.0,0.0,2.0,0.0,3.0,7.0,7.0,Ligue1,Reims,Montpellier
Angers_Lyon_20210815,2021-08-15,2021-08-15,0,0,H,4.75,3.9,1.88,0.21052631578947367,0.25641025641025644,0.5319148936170213,0.21076839049070054,0.2567050909822635,0.532526518527036,0.9988514658167513,0.1575595125658874,0.057172983130146265,0.05356071321407132,4,1512.8012999960577,1497.1987000039423,15.602599992115302,3.0,1.0,2.0,1.0,0.0,1.0,7.0,8.0,Ligue1,Angers,Lyon
