odds_home,odds_draw,odds_away,implied_home,implied_draw,implied_away,no_vig_home,no_vig_draw,no_vig_away,market_overround,line_dispersion_home,line_dispersion_draw,line_dispersion_away,book_count,elo_home,elo_away,elo_diff,form_pts_home_l5,form_pts_away_l5,form_gf_home_l5,form_gf_away_l5,form_ga_home_l5,form_ga_away_l5,rest_days_home,rest_days_away,league,home_team,away_team,label,kickoff_time
1.88,3.78,4.38,0.5319148936170213,0.2645502645502646,0.22831050228310504,0.5190549640720814,0.2581543207554268,0.2227907151724916,1.024775660450391,0.028722813232690103,0.12497499749949981,0.11863810517704672,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,ligue1,Nice,Reims,1,2021-08-08
2.13,3.47,3.79,0.4694835680751174,0.2881844380403458,0.2638522427440633,0.45959301208103415,0.2821132898364849,0.2582936980824809,1.0215202488595265,0.05787918451395108,0.07582875444051553,0.13348689074212497,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,ligue1,Bordeaux,Clermont,2,2021-08-08
2.01,3.55,4.1,0.49751243781094534,0.28169014084507044,0.24390243902439027,0.4862769991480548,0.2753286671232648,0.2383943337286805,1.023105017680406,0.02947456530637902,0.14972892172189037,0.08046738469715539,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,ligue1,Strasbourg,Angers,2,2021-08-08
3.12,3.58,2.37,0.3205128205128205,0.27932960893854747,0.42194092827004215,0.3136798207670637,0.27337459240034606,0.4129455868325902,1.0217833577214102,0.06259992012774471,0.12833062767710607,0.07189401922274195,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,ligue1,Montpellier,Marseille,2,2021-08-08
1.92,3.59,4.27,0.5208333333333334,0.2785515320334262,0.234192037470726,0.5039134793971172,0.2695024736608537,0.22658404694202924,1.0335769028374855,0.03840572873934307,0.09522998477370448,0.0851469318296321,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,championship,Fulham,Middlesbrough,1,2021-08-08
2.54,3.13,3.12,0.39370078740157477,0.3194888178913738,0.3205128205128205,0.3808647223543911,0.309072330600688,0.31006294704492093,1.033702425805769,0.05408326913195982,0.09908960591303198,0.15594470173750707,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,championship,Coventry,Nott'm Forest,0,2021-08-08
2.06,3.61,3.85,0.4854368932038835,0.2770083102493075,0.2597402597402597,0.4749009946661838,0.2709961354604816,0.2541028698733347,1.0221854631934506,0.03162277660168382,0.10977249200050074,0.1640121946685672,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,ligue1,Rennes,Lens,1,2021-08-08
2.7,3.03,3.11,0.37037037037037035,0.33003300330033003,0.3215434083601286,0.3624164945598874,0.32294539119197885,0.31463811424813376,1.021946782030829,0.06873863542433768,0.08154753215150058,0.06344288770224758,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,laliga,Valencia,Getafe,0,2021-08-13
4.05,3.46,2.05,0.2469135802469136,0.28901734104046245,0.48780487804878053,0.24118877195368685,0.2823163371134196,0.47649489093289354,1.0237357993361567,0.2589763502716031,0.12735285626950035,0.05431390245600111,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Brentford,Arsenal,0,2021-08-13
4.73,4.39,1.71,0.2114164904862579,0.22779043280182235,0.5847953216374269,0.20646096386403703,0.222451106851229,0.5710879292847341,1.024002244925507,0.18821530224718724,0.07660776723022275,0.03937003937005909,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,bundesliga,M'gladbach,Bayern Munich,1,2021-08-13
4.31,3.59,1.95,0.2320185614849188,0.2785515320334262,0.5128205128205129,0.22671554736559157,0.27218496076481885,0.5010994918695897,1.0233906063388578,0.15467708298258012,0.10059199769365355,0.04821825380496473,4.0,1502.8012999960577,1497.1987000039423,5.602599992115302,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,ligue1,Lorient,Monaco,0,2021-08-13
1.21,7.74,13.76,0.8264462809917356,0.12919896640826872,0.07267441860465117,0.8036861574404569,0.12564085923810758,0.07067298332143553,1.0283196660046554,0.012247448713915901,0.36299965564721975,0.7539230729988307,4.0,1512.8012999960577,1487.1987000039423,25.6025999921153,3.0,0.0,2.0,0.0,1.0,2.0,7.0,6.0,ligue1,Paris SG,Strasbourg,0,2021-08-14
1.73,3.79,5.47,0.5780346820809249,0.2638522427440633,0.18281535648994515,0.5641001221732139,0.2574916124959525,0.17840826533083362,1.0247022813149333,0.03344772040064916,0.08015609770940699,0.13546217184144047,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Leicester,Wolves,0,2021-08-14
2.01,3.56,4.1,0.49751243781094534,0.2808988764044944,0.24390243902439027,0.48665337449904306,0.274767776051426,0.23857884944953087,1.02231375323983,0.05244044240850759,0.060156047077579905,0.09496709956611289,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Everton,Southampton,0,2021-08-14
1.26,6.24,12.74,0.7936507936507936,0.16025641025641024,0.07849293563579278,0.7687434002111931,0.15522703273495247,0.07602956705385427,1.0324001395429967,0.01920286436967154,0.22664675157610356,0.9373766585530066,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Chelsea,Crystal Palace,0,2021-08-14
3.3,3.12,2.51,0.30303030303030304,0.3205128205128205,0.39840637450199207,0.29652179839607423,0.31362882522661695,0.3898493763773088,1.0219494980451156,0.09137833441248529,0.043229041164476546,0.05494315243958974,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Burnley,Brighton,2,2021-08-14
1.56,4.57,5.96,0.641025641025641,0.2188183807439825,0.16778523489932887,0.623790765848296,0.21293514107731767,0.16327409307438623,1.0276292566689524,0.021650635094610987,0.06670832032063172,0.22487496525847409,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,epl,Man United,Leeds,0,2021-08-14
2.2,3.38,3.53,0.45454545454545453,0.2958579881656805,0.28328611898017,0.43973110631177814,0.2862155129839976,0.27405338070422436,1.0336895616913049,0.04330127018922177,0.08077747210701751,0.0864219300872181,4.0,1492.8012999960577,1487.1987000039423,5.602599992115302,0.0,0.0,2.0,1.0,3.0,4.0,7.0,7.0,championship,Reading,Preston,0,2021-08-14
3.53,3.33,2.22,0.28328611898017,0.3003003003003003,0.4504504504504504,0.27396133278486223,0.2904154668860552,0.4356232003290827,1.0340368697309206,0.06495190528383295,0.04710360920354201,0.03699662146737192,4.0,1492.8012999960577,1497.1987000039423,-4.397400007884698,0.0,1.0,1.0,2.0,2.0,2.0,6.0,8.0,championship,Nott'm Forest,Bournemouth,2,2021-08-14
7.48,4.64,1.48,0.1336898395721925,0.21551724137931036,0.6756756756756757,0.13044403245904626,0.21028477646415222,0.6592711910768014,1.0248827566271785,0.25514701644346144,0.08440971508067067,0.029580398915498105,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,laliga,Alaves,Real Madrid,2,2021-08-14
2.86,3.28,2.73,0.3496503496503497,0.3048780487804878,0.3663003663003663,0.34251616111387373,0.2986573843858777,0.3588264545002486,1.0208287647312038,0.041231056256176644,0.04949747468305828,0.06219927652312353,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,laliga,Cadiz,Levante,1,2021-08-14
3.51,3.35,2.28,0.2849002849002849,0.29850746268656714,0.4385964912280702,0.27876624585299625,0.29208045461015425,0.42915329953684955,1.0220042388149222,0.08958236433584456,0.0626498204307083,0.041457809879442406,4.0,1500.0,1500.0,0.0,1.5,1.5,1.5,1.5,1.3,1.3,7.0,7.0,laliga,Mallorca,Betis,1,2021-08-14
