odds_home,odds_draw,odds_away,implied_home,implied_draw,implied_away,no_vig_home,no_vig_draw,no_vig_away,market_overround,line_dispersion_home,line_dispersion_draw,line_dispersion_away,book_count,elo_home,elo_away,elo_diff,form_pts_home_l5,form_pts_away_l5,form_gf_home_l5,form_gf_away_l5,form_ga_home_l5,form_ga_away_l5,rest_days_home,rest_days_away,league,home_team,away_team,label,kickoff_time
1.95,3.65,4.13,0.5128205128205129,0.273972602739726,0.24213075060532688,0.49840472136350866,0.26627101552297033,0.235324263113521,1.0289238661655657,0.03640054944640263,0.07628073151196181,0.19931131427994744,4.0,1511.5183715441838,1464.6665083359985,46.85186320818525,2.0,0.8,1.4,1.0,1.0,2.2,12.0,13.0,championship,Preston,Birmingham,1,2022-01-15
3.39,3.48,2.24,0.2949852507374631,0.28735632183908044,0.4464285714285714,0.28673581990730523,0.27932023835797837,0.4339439417347164,1.028770144005115,0.08104782538723654,0.049749371855331036,0.043011626335213146,4.0,1540.2268866710324,1534.3621762350685,5.864710435963843,1.8,1.6,1.2,0.8,1.2,0.6,13.0,13.0,championship,QPR,West Brom,0,2022-01-15
1.46,4.55,7.86,0.684931506849315,0.21978021978021978,0.1272264631043257,0.6637330739992874,0.21297808528328782,0.12328884071742488,1.0319381897338604,0.022776083947860768,0.07778174593052023,0.28864987441535483,4.0,1528.2696818477216,1465.5647187786994,62.70496306902214,2.6,1.0,1.2,1.2,0.2,2.6,17.0,4.0,championship,Middlesbrough,Reading,0,2022-01-15
2.64,3.29,2.91,0.3787878787878788,0.303951367781155,0.3436426116838488,0.369051611485666,0.296138679125276,0.3348097093890578,1.0263818582528828,0.03278719262151003,0.03937003937005895,0.07533259586659688,4.0,1527.3452796367828,1482.4633913847456,44.88188825203724,2.2,0.8,1.6,1.2,1.0,1.8,13.0,30.0,championship,Huddersfield,Swansea,1,2022-01-15
2.4,3.22,3.32,0.4166666666666667,0.3105590062111801,0.30120481927710846,0.40514810660036993,0.30197374404996513,0.292878149349665,1.0284304921549552,0.040620192023179895,0.04123105625617646,0.06538348415310993,4.0,1509.5222192432852,1505.6034088719837,3.9188103713015607,1.2,1.8,1.6,1.6,1.6,1.0,13.0,16.0,championship,Millwall,Nott'm Forest,2,2022-01-15
1.23,6.59,14.28,0.8130081300813008,0.15174506828528073,0.0700280112044818,0.785681188024576,0.14664459199851723,0.06767421997690676,1.0347812095710633,0.016393596310755015,0.15049916943292413,1.1603447763488228,4.0,1572.5185035257032,1469.5651834903035,102.95332003539966,1.2,1.4,2.0,1.8,0.8,1.8,4.0,13.0,championship,Fulham,Bristol City,0,2022-01-15
1.39,4.71,9.26,0.7194244604316548,0.21231422505307856,0.1079913606911447,0.6919338948390443,0.20420129805228696,0.10386480710866863,1.039730046175878,0.016393596310755015,0.14239030865898136,1.2448594298152704,4.0,1554.7651820120186,1475.2871094094778,79.4780726025408,2.2,1.0,2.0,2.4,1.0,2.8,6.0,6.0,seriea,Juventus,Udinese,0,2022-01-15
7.44,4.65,1.45,0.13440860215053763,0.2150537634408602,0.6896551724137931,0.12934879571810884,0.2069580731489741,0.6636931311329171,1.039117538005191,0.28191310718020907,0.11299889379989524,0.024874685927665518,4.0,1419.1569238273505,1516.5487800787125,-97.39185625136201,0.6,1.4,0.4,2.2,2.8,1.8,6.0,6.0,seriea,Salernitana,Lazio,2,2022-01-15
3.13,3.25,2.47,0.3194888178913738,0.3076923076923077,0.4048582995951417,0.3095703614578633,0.29814007118864994,0.39228956735348675,1.0320394251788232,0.07968688725254622,0.05766281297335395,0.0696419413859206,4.0,1447.451613354765,1501.223664832259,-53.77205147749396,1.0,1.6,1.2,1.2,1.2,1.0,6.0,24.0,seriea,Sampdoria,Torino,2,2022-01-15
1.97,3.58,4.03,0.5076142131979695,0.27932960893854747,0.24813895781637715,0.4904092919225945,0.26986209639315956,0.23972861168424595,1.035082779952894,0.03766629793329835,0.046569840025492866,0.12497499749950002,4.0,1457.887303290408,1476.7201831193915,-18.83287982898355,0.0,1.4,0.4,1.6,2.6,2.2,6.0,6.0,bundesliga,Wolfsburg,Hertha,1,2022-01-15
2.88,3.48,2.51,0.3472222222222222,0.28735632183908044,0.39840637450199207,0.3361348418379127,0.27818055876241055,0.3856845993996768,1.0329849185632947,0.05024937810560442,0.06964194138592053,0.07449832212875672,4.0,1523.6189925710794,1536.842690806484,-13.223698235404527,1.6,2.2,1.0,2.2,0.8,1.4,7.0,7.0,bundesliga,Union Berlin,Hoffenheim,0,2022-01-15
2.67,3.88,2.49,0.37453183520599254,0.2577319587628866,0.4016064257028112,0.3622619435976468,0.24928850242415385,0.38844955397819947,1.0338702196716902,0.06708203932499375,0.09394147114027963,0.05678908345800272,4.0,1490.8273658095334,1519.2529682618497,-28.425602452316298,0.8,1.0,1.2,2.8,3.0,2.4,8.0,7.0,bundesliga,M'gladbach,Leverkusen,2,2022-01-15
